price;area;bathroom;bedroom;latitude;longtitude;cleaningfee
1200000000;18;1;1;209686701;1057799716;30000
1350000000;18;1;2;209798766;1057873183;30000
1370000000;19;1;2;209686701;1057799716;30000
1400000000;20;1;1;209798766;1057873183;30000
1550000000;20;2;2;209667346;1057774576;30000
1500000000;20;1;1;209703553;1057879244;30000
1550000000;22;2;2;210166103;1058532494;30000
1650000000;22;2;2;209667346;1057774576;30000
1700000000;23;3;3;209804342;1057880155;30000
1760000000;23;4;4;209643701;1057673354;30000
1800000000;24;2;3;209655433;105775875;30000
1870000000;24;3;2;209689277;1057795472;30000
1875000000;25;3;3;209699557;1057798664;30000
1850000000;25;3;2;209863264;1057957238;30000
1880000000;25;3;3;209612241;1057633418;30000
1900000000;25;3;3;209643701;1057673354;30000
1835000000;25;4;3;209747217;1057776421;30000
1930000000;25;3;3;209851923;1057790333;30000
1920000000;25;3;3;209643701;1057673354;30000
1780000000;25;1;1;209643701;1057673354;30000
1700000000;25;1;1;209791537;1057962032;30000
1990000000;26;4;3;209684049;105786636;30000
1875000000;26;4;3;209753273;1057893861;30000
2050000000;26;2;3;209833749;1057835348;30000
2100000000;26;3;3;209853911;1057784907;30000
2200000000;27;4;3;209652675;1057681278;30000
2033000000;27;2;3;209735585;105775549;30000
2352000000;27;2;4;209804342;1057880155;30000
2500000000;28;3;3;209833749;1057835348;30000
2200000000;28;2;3;209757661;1057768332;30000
2700000000;28;4;4;209801945;1057746786;30000
2250000000;28;3;3;209745224;1057742818;30000
2350000000;28;3;3;209685829;105779849;30000
2000000000;28;1;2;209798766;1057873183;30000
2100000000;28;3;2;209851923;1057790333;30000
2600000000;29;2;2;209704818;1057624811;30000
2620000000;29;3;3;209786876;105771796;30000
2800000000;30;3;4;20955835;1057563658;30000
2400000000;30;3;3;209446776;1057591229;30000
2900000000;30;4;3;209471727;1057224982;30000
2500000000;30;3;3;20951491;1057571501;30000
2200000000;30;3;2;209537667;1057325338;30000
2400000000;30;3;3;209652675;1057681278;30000
2805000000;30;3;3;2093708;1057673942;30000
2408000000;30;3;4;209540586;1057409852;30000
2850000000;30;4;3;20965193;1057842685;30000
2980000000;30;4;3;209334432;105757522;30000
2809000000;30;4;3;209446776;1057591229;30000
2300000000;30;4;3;209540586;1057409852;30000
2520000000;30;4;3;209446776;1057591229;30000
2800000000;30;3;3;209528073;1057850022;30000
2905700000;30;3;3;209540586;1057409852;30000
2890000000;30;4;4;20951491;1057571501;30000
2990000000;30;3;4;209790672;1057455337;30000
2880000000;30;4;3;209790672;1057455337;30000
2800000000;30;4;4;209456141;1057512671;30000
2300000000;30;1;1;210082189;1058237382;30000
2430000000;30;4;3;209643701;1057673354;30000
2600000000;30;3;3;209283162;1057219145;30000
2700000000;30;2;3;209456141;1057512671;30000
2995000000;30;3;3;209446776;1057591229;30000
3050000000;30;3;3;209790672;1057455337;30000
2300000000;30;3;3;209394853;105732676;30000
2550000000;30;4;3;209804342;1057880155;30000
2990500000;30;2;3;209701912;1057738023;30000
2900000000;30;4;3;209636429;1057776653;30000
2770000000;30;3;3;209448277;1057565135;30000
2000000000;30;2;3;20965193;1057842685;30000
2600000000;30;4;3;209528073;1057850022;30000
3010000000;30;5;3;20969386;1057809778;30000
3021000000;30;5;3;209394853;105732676;30000
3030000000;30;4;3;209540586;1057409852;30000
2700000000;30;5;3;209528073;1057850022;30000
2990000000;30;5;3;209801945;1057746786;30000
2900000000;30;3;3;209643701;1057673354;30000
2900000000;30;4;3;209742616;10576332;30000
3200000000;30;4;3;209446776;1057591229;30000
2900000000;30;3;3;209610988;1057919908;30000
3010000000;30;3;3;209537667;1057325338;30000
2700000000;30;3;3;209528073;1057850022;30000
2600000000;30;4;3;209528073;1057850022;30000
2370000000;30;3;3;20965193;1057842685;30000
3200000000;30;3;3;209682401;1057768843;30000
3000000000;30;3;3;209610988;1057919908;30000
2050000000;30;3;3;209528073;1057850022;30000
2200000000;30;3;3;209851923;1057790333;30000
2895000000;30;2;3;209790672;1057455337;30000
3050000000;30;4;3;209790672;1057455337;30000
2990000000;30;2;3;209801945;1057746786;30000
3000000000;30;3;3;209801945;1057746786;30000
4650000000;30;3;3;209833749;1057835348;30000
3800000000;30;3;3;209833749;1057835348;30000
3000000000;30;4;3;209647802;1057729582;30000
4850000000;30;4;3;20965193;1057842685;30000
4900000000;30;3;3;209624436;1057684146;30000
3000000000;30;3;3;209691116;1057688504;30000
3000000000;30;3;3;209825672;1057841113;30000
3200000000;30;3;3;209825672;1057841113;30000
3300000000;30;5;3;209851923;1057790333;30000
3100000000;30;4;3;209624436;1057684146;30000
3550000000;30;3;3;209567104;1057936155;30000
3100000000;30;3;3;209726234;1057753773;30000
3750000000;30;4;3;209851923;1057790333;30000
4950000000;30;3;3;20969386;1057809778;30000
3700000000;30;2;3;209636429;1057776653;30000
3250000000;30;2;3;209671405;1057757231;30000
2650000000;30;3;3;209801945;1057746786;30000
3200000000;30;4;3;209798766;1057873183;30000
3500000000;30;4;3;20965193;1057842685;30000
2650000000;30;4;3;209790672;1057455337;30000
2500000000;30;3;3;209567104;1057936155;30000
2350000000;30;2;3;209790672;1057455337;30000
2200000000;30;3;3;209652675;1057681278;30000
3100000000;30;2;3;209684377;105778524;30000
3100000000;30;4;3;209686922;1057611004;30000
2820000000;30;1;3;209801945;1057746786;30000
2900000000;30;3;3;209801945;1057746786;30000
3100000000;30;4;3;209643701;1057673354;30000
3200000000;30;3;3;209801945;1057746786;30000
3100000000;30;1;3;209801945;1057746786;30000
2900000000;30;3;3;209528073;1057850022;30000
2900000000;30;4;2;209745224;1057742818;30000
3050000000;30;4;2;209745224;1057742818;30000
2900000000;30;4;3;209801945;1057746786;30000
2950000000;30;3;2;209798766;1057873183;30000
2900000000;30;3;3;209773501;1057774475;30000
2900000000;30;3;3;209863264;1057957238;30000
3150000000;30;3;2;209798766;1057873183;30000
3000000000;30;4;3;209671081;1057624023;30000
2950000000;30;3;3;209745224;1057742818;30000
3000000000;30;4;3;209643701;1057673354;30000
3100000000;30;3;4;209656189;1057589792;30000
3200000000;30;3;3;209757396;10578937;30000
3900000000;30;3;4;209804342;1057880155;30000
3000000000;30;4;3;209635059;1057767523;30000
2500000000;30;4;3;209624436;1057684146;30000
3000000000;30;3;3;209624436;1057684146;30000
3000000000;30;3;4;209684049;105786636;30000
3050000000;30;3;3;209569821;1057699487;30000
2500000000;30;3;3;209569821;1057699487;30000
3000000000;30;3;3;210166103;1058532494;30000
2500000000;30;3;3;209643701;1057673354;30000
3050000000;30;3;3;209791537;1057962032;30000
3450000000;30;3;3;209804342;1057880155;30000
3000000000;30;3;3;209686701;1057799716;30000
3450000000;30;4;3;209798766;1057873183;30000
2900000000;30;4;3;209791537;1057962032;30000
3100000000;30;3;3;209753273;1057893861;30000
3500000000;30;2;3;209791537;1057962032;30000
3300000000;30;2;3;209791537;1057962032;30000
2900000000;30;1;2;209643701;1057673354;30000
2850000000;30;1;2;209684049;105786636;30000
2900000000;31;4;2;209537667;1057325338;30000
2930000000;31;4;3;209471727;1057224982;30000
2890000000;31;2;3;209394853;105732676;30000
3650000000;31;5;4;209471727;1057224982;30000
2600000000;31;4;4;20951491;1057571501;30000
3200000000;31;4;3;20951491;1057571501;30000
3300000000;31;4;3;209537667;1057325338;30000
3100000000;31;4;3;209456141;1057512671;30000
3250000000;31;4;3;209283162;1057219145;30000
3100000000;31;4;3;209540586;1057409852;30000
4650000000;31;4;3;2093708;1057673942;30000
4000000000;31;4;4;209825672;1057841113;30000
3260000000;31;3;3;20965193;1057842685;30000
3400000000;31;3;3;209790672;1057455337;30000
3200000000;31;3;3;20965193;1057842685;30000
4000000000;31;3;3;209790672;1057455337;30000
3950000000;31;3;3;209579937;1057631942;30000
3850000000;31;4;3;209790672;1057455337;30000
2300000000;31;4;3;209790672;1057455337;30000
3250000000;31;3;3;209773501;1057774475;30000
3950000000;31;3;3;2093708;1057673942;30000
3500000000;31;3;3;209801945;1057746786;30000
3520000000;31;3;3;209579937;1057631942;30000
3750000000;31;3;4;209757396;10578937;30000
3200000000;31;4;3;209790672;1057455337;30000
3260000000;31;3;3;209579937;1057631942;30000
3500000000;31;3;3;209757396;10578937;30000
3500000000;31;3;3;20965193;1057842685;30000
3150000000;31;4;3;209686922;1057611004;30000
3500000000;31;3;3;209757396;10578937;30000
3400000000;31;3;3;209804342;1057880155;30000
2900000000;31;3;4;209757396;10578937;30000
2500000000;31;2;3;209804342;1057880155;30000
3000000000;31;3;3;209660302;1057582699;30000
3000000000;31;3;3;209757396;10578937;30000
2500000000;31;4;3;209791537;1057962032;30000
3800000000;31;2;3;209579937;1057631942;30000
3900000000;31;3;3;209660302;1057582699;30000
3000000000;31;3;3;209641152;1057619568;30000
3900000000;31;3;3;209660302;1057582699;30000
3950000000;31;2;3;209686922;1057611004;30000
4000000000;31;4;3;209560561;1057659269;30000
4400000000;32;4;3;209471727;1057224982;30000
4400000000;32;4;3;20951491;1057571501;30000
3900000000;32;4;3;209394853;105732676;30000
3100000000;32;3;3;209540586;1057409852;30000
2900000000;32;3;3;209471727;1057224982;30000
3400000000;32;3;3;209471727;1057224982;30000
3600000000;32;4;3;2093708;1057673942;30000
3400000000;32;4;2;209471727;1057224982;30000
3500000000;32;3;3;20951491;1057571501;30000
3400000000;32;3;3;209446776;1057591229;30000
3900000000;32;3;3;209446776;1057591229;30000
3090000000;32;4;2;209537667;1057325338;30000
3094000000;32;3;3;209537667;1057325338;30000
3800000000;32;3;3;209537667;1057325338;30000
3200000000;32;3;3;209446776;1057591229;30000
4500000000;32;4;2;209537667;1057325338;30000
3200000000;32;4;3;209537667;1057325338;30000
3450000000;32;4;3;209537667;1057325338;30000
3700000000;32;4;3;209537667;1057325338;30000
3900000000;32;3;3;209537667;1057325338;30000
3100000000;32;3;3;209471727;1057224982;30000
3200000000;32;3;4;209540586;1057409852;30000
2980000000;32;3;3;209537667;1057325338;30000
3100000000;32;3;3;209801945;1057746786;30000
4900000000;32;3;3;209446776;1057591229;30000
2900000000;32;3;4;209446776;1057591229;30000
3650000000;32;2;3;209560561;1057659269;30000
3200000000;32;3;3;209540586;1057409852;30000
3850000000;32;3;3;209471727;1057224982;30000
4100000000;32;3;3;209537667;1057325338;30000
3850000000;32;4;3;209537667;1057325338;30000
3250000000;32;1;3;209711523;105779009;30000
3200000000;32;5;3;209528073;1057850022;30000
3120000000;32;4;3;2093708;1057673942;30000
4600000000;32;4;3;209643701;1057673354;30000
3550000000;32;2;3;209456141;1057512671;30000
3900000000;32;3;3;209540586;1057409852;30000
4000000000;32;4;3;209624436;1057684146;30000
4490000000;32;5;3;209624436;1057684146;30000
4550000000;32;4;4;209540586;1057409852;30000
4800000000;32;4;3;209791537;1057962032;30000
3200000000;32;1;3;209363221;105760058;30000
3380000000;32;4;3;209426712;1057541892;30000
4000000000;32;4;3;2093708;1057673942;30000
2900000000;32;2;3;2093708;1057673942;30000
3000000000;32;2;3;209540586;1057409852;30000
3350000000;32;3;3;209528073;1057850022;30000
3800000000;32;4;3;209537667;1057325338;30000
4730000000;32;5;4;209471727;1057224982;30000
3900000000;32;3;3;209614602;1057996296;30000
3800000000;32;3;3;209790672;1057455337;30000
2800000000;32;3;3;209643701;1057673354;30000
3200000000;32;2;3;209537667;1057325338;30000
3850000000;32;4;3;209528073;1057850022;30000
3400000000;32;3;3;209786876;105771796;30000
3200000000;32;3;3;209540586;1057409852;30000
3100000000;32;4;4;20965193;1057842685;30000
3250000000;32;4;3;209682401;1057768843;30000
3650000000;32;3;3;209624436;1057684146;30000
3200000000;32;2;3;20965193;1057842685;30000
5100000000;32;4;3;209567104;1057936155;30000
3200000000;32;3;4;210088528;1057439194;30000
4100000000;32;3;3;209528073;1057850022;30000
3900000000;32;4;3;209790672;1057455337;30000
3200000000;32;3;3;209537667;1057325338;30000
3100000000;32;4;3;209804342;1057880155;30000
3500000000;32;4;3;209704818;1057624811;30000
4000000000;32;3;3;209686922;1057611004;30000
3400000000;32;2;3;209757396;10578937;30000
3210000000;32;3;4;209825672;1057841113;30000
3200000000;32;1;2;209528073;1057850022;30000
3200000000;32;3;3;209735585;105775549;30000
3500000000;32;3;3;209643701;1057673354;30000
3100000000;32;4;3;209624436;1057684146;30000
3100000000;32;1;2;209528073;1057850022;30000
2900000000;32;3;2;209283162;1057219145;30000
2950000000;32;4;3;209791537;1057962032;30000
2850000000;32;5;4;209790672;1057455337;30000
3100000000;32;3;4;20965193;1057842685;30000
2900000000;32;2;4;20969386;1057809778;30000
3700000000;32;2;3;209757396;10578937;30000
3100000000;32;4;3;20965193;1057842685;30000
4100000000;32;4;3;209798766;1057873183;30000
3800000000;32;3;3;209652675;1057681278;30000
4100000000;32;3;3;209686701;1057799716;30000
3200000000;32;3;3;209686701;1057799716;30000
3100000000;32;3;3;209643701;1057673354;30000
3200000000;32;3;3;209804342;1057880155;30000
3100000000;32;3;3;209703553;1057879244;30000
3900000000;32;1;2;209660302;1057582699;30000
3890000000;32;1;2;209704818;1057624811;30000
3800000000;32;2;3;209704818;1057624811;30000
3400000000;32;3;4;209740916;1057775279;30000
3900000000;32;4;3;209624436;1057684146;30000
3400000000;32;4;3;209757396;10578937;30000
3450000000;32;4;3;210166103;1058532494;30000
3460000000;32;3;4;209660302;1057582699;30000
3520000000;32;3;3;209798766;1057873183;30000
3200000000;32;3;3;209753273;1057893861;30000
3210000000;32;3;3;209705419;1057701103;30000
3250000000;32;3;3;20955835;1057563658;30000
3900000000;33;4;3;209540586;1057409852;30000
3100000000;33;4;3;209790672;1057455337;30000
3900000000;33;4;4;209394853;105732676;30000
3100000000;33;4;3;209540586;1057409852;30000
4690000000;33;3;3;209540586;1057409852;30000
3200000000;33;4;3;209660302;1057582699;30000
2500000000;33;3;3;209456141;1057512671;30000
2850000000;33;4;3;209540586;1057409852;30000
3350000000;33;4;3;20979868;1057439194;30000
3690000000;33;2;3;209643701;1057673354;30000
3800000000;33;3;4;20979868;1057439194;30000
3150000000;33;5;3;209537667;1057325338;30000
2900000000;33;2;2;20965193;1057842685;30000
4300000000;33;4;3;209790672;1057455337;30000
4300000000;33;4;3;209567104;1057936155;30000
3400000000;33;4;3;209801945;1057746786;30000
3500000000;33;4;3;209540586;1057409852;30000
3150000000;33;1;3;209660302;1057582699;30000
4400000000;33;3;3;209790672;1057455337;30000
4350000000;33;3;4;209660302;1057582699;30000
3850000000;33;3;3;20965193;1057842685;30000
3500000000;33;3;3;209757396;10578937;30000
3400000000;33;3;3;209757396;10578937;30000
3800000000;33;3;3;209757396;10578937;30000
5550000000;33;5;5;20965193;1057842685;30000
3050000000;33;2;3;20965193;1057842685;30000
6200000000;33;6;5;209686922;1057611004;30000
3950000000;33;3;3;20965193;1057842685;30000
4300000000;33;4;3;209745224;1057742818;30000
4100000000;33;3;4;209528073;1057850022;30000
4000000000;33;3;3;209567104;1057936155;30000
4900000000;33;3;3;209388412;10575639;30000
3900000000;33;3;3;209825672;1057841113;30000
4300000000;33;3;3;209686922;1057611004;30000
4300000000;33;3;3;209786876;105771796;30000
4680000000;33;5;4;209838952;105780214;30000
3590000000;33;3;3;209686922;1057611004;30000
3400000000;33;4;2;209566832;1057915484;30000
3100000000;33;3;2;209773501;1057774475;30000
5200000000;33;3;3;209446776;1057591229;30000
4600000000;33;4;3;209656189;1057589792;30000
3400000000;33;3;3;209660302;1057582699;30000
4100000000;33;4;4;209660302;1057582699;30000
3250000000;33;4;3;209685829;105779849;30000
4000000000;33;4;3;209686922;1057611004;30000
4350000000;33;2;2;209579937;1057631942;30000
3100000000;33;4;3;20965193;1057842685;30000
3750000000;33;3;3;209790672;1057455337;30000
3900000000;33;3;3;209786876;105771796;30000
5200000000;33;3;5;20969386;1057809778;30000
3200000000;33;3;2;20969386;1057809778;30000
4700000000;33;3;2;209798766;1057873183;30000
2900000000;33;3;2;209757396;10578937;30000
3390000000;33;3;4;209757396;10578937;30000
4100000000;33;3;3;209798766;1057873183;30000
3100000000;33;4;3;209791537;1057962032;30000
4020000000;33;2;3;209747217;1057776421;30000
2900000000;33;3;3;209643701;1057673354;30000
3100000000;33;4;3;209643701;1057673354;30000
4700000000;33;4;3;209567104;1057936155;30000
4900000000;33;3;5;209671405;1057757231;30000
3100000000;33;3;5;20969386;1057809778;30000
3200000000;33;3;3;20965193;1057842685;30000
3900000000;33;4;3;209699557;1057798664;30000
3100000000;33;3;3;209652675;1057681278;30000
3200000000;33;4;3;209652675;1057681278;30000
3400000000;33;3;3;209643701;1057673354;30000
3200000000;33;3;3;209660302;1057582699;30000
3000000000;33;4;3;209798766;1057873183;30000
3100000000;33;4;5;209757396;10578937;30000
3950000000;33;2;2;209857554;1057949436;30000
3900000000;33;3;3;210387557;1057922448;30000
3900000000;33;4;3;209857554;1057949436;30000
3000000000;33;2;2;209791537;1057962032;30000
3900000000;33;3;3;210194748;1058090016;30000
3100000000;33;2;3;209752639;1057797077;30000
5400000000;33;3;4;209643701;1057673354;30000
4200000000;33;3;5;209753273;1057893861;30000
3000000000;33;3;3;209663306;1057789611;30000
4650000000;33;3;3;209643701;1057673354;30000
3450000000;34;3;2;209537667;1057325338;30000
4350000000;34;4;3;209567104;1057936155;30000
4000000000;34;4;3;209790672;1057455337;30000
3300000000;34;4;2;209567104;1057936155;30000
3650000000;34;3;3;209803591;1057604059;30000
3700000000;34;3;4;210166103;1058532494;30000
3750000000;34;4;4;209528073;1057850022;30000
4200000000;34;1;4;209686922;1057611004;30000
3600000000;34;4;4;209612241;1057633418;30000
3200000000;34;4;4;209686701;1057799716;30000
4700000000;34;4;4;209804342;1057880155;30000
3370000000;34;3;4;209540586;1057409852;30000
4700000000;34;3;4;209689277;1057795472;30000
4500000000;34;3;3;209685829;105779849;30000
3550000000;34;3;3;209686922;1057611004;30000
5250000000;34;4;3;20973164;1057767003;30000
3850000000;34;4;3;209567104;1057936155;30000
3350000000;34;3;3;209851923;1057790333;30000
4500000000;34;3;3;209757396;10578937;30000
4750000000;34;3;3;20965193;1057842685;30000
4400000000;34;4;3;209660302;1057582699;30000
3500000000;34;5;3;209643701;1057673354;30000
4750000000;34;3;4;209790672;1057455337;30000
3000000000;34;4;2;209652675;1057681278;30000
4450000000;34;3;3;209528073;1057850022;30000
3900000000;34;2;3;209703553;1057879244;30000
3990000000;34;2;3;209801945;1057746786;30000
3200000000;34;2;3;209790672;1057455337;30000
3500000000;34;3;3;209724038;1057827186;30000
3000000000;34;3;3;209804342;1057880155;30000
4700000000;34;4;4;209660302;1057582699;30000
4500000000;34;5;4;209686701;1057799716;30000
5680000000;35;3;5;209426712;1057541892;30000
4900000000;35;4;3;209537667;1057325338;30000
4100000000;35;4;3;209537667;1057325338;30000
3100000000;35;3;3;209537667;1057325338;30000
3200000000;35;3;3;209540586;1057409852;30000
4800000000;35;4;3;209838952;105780214;30000
4900000000;35;3;3;209426712;1057541892;30000
4800000000;35;4;3;209540586;1057409852;30000
4680000000;35;5;4;209537667;1057325338;30000
4900000000;35;3;3;209426712;1057541892;30000
4900000000;35;3;3;209540586;1057409852;30000
4900000000;35;3;3;209295585;1057107625;30000
5850000000;35;3;5;209537667;1057325338;30000
5900000000;35;3;5;209537667;1057325338;30000
5850000000;35;3;3;209790672;1057455337;30000
3100000000;35;4;3;2093708;1057673942;30000
5800000000;35;4;5;209537667;1057325338;30000
5650000000;35;3;5;209540586;1057409852;30000
3150000000;35;4;3;209537667;1057325338;30000
5100000000;35;4;4;2093708;1057673942;30000
4100000000;35;4;3;209643701;1057673354;30000
4300000000;35;3;5;209471727;1057224982;30000
5020000000;35;3;4;209426712;1057541892;30000
4000000000;35;4;3;209537667;1057325338;30000
4000000000;35;4;3;209790672;1057455337;30000
3700000000;35;4;4;21005002;1058040613;30000
4000000000;35;4;4;209426712;1057541892;30000
3700000000;35;4;4;209790672;1057455337;30000
5900000000;35;4;5;2093708;1057673942;30000
4500000000;35;4;4;209537667;1057325338;30000
4800000000;35;2;4;209790672;1057455337;30000
5150000000;35;3;5;209684049;105786636;30000
5000000000;35;3;4;209363221;105760058;30000
3150000000;35;3;4;209786876;105771796;30000
5100000000;35;3;4;20977862;1057465724;30000
5000000000;35;3;3;2093708;1057673942;30000
3700000000;35;3;4;209537667;1057325338;30000
3000000000;35;3;3;209643701;1057673354;30000
4000000000;35;2;3;209540586;1057409852;30000
3700000000;35;4;4;209790672;1057455337;30000
3000000000;35;3;3;209445348;1057497878;30000
4900000000;35;3;4;209426712;1057541892;30000
4100000000;35;3;4;209643701;1057673354;30000
5400000000;35;3;4;20965193;1057842685;30000
5303000000;35;4;3;209528073;1057850022;30000
4300000000;35;3;4;20965193;1057842685;30000
3200000000;35;3;4;20969386;1057809778;30000
3100000000;35;3;3;209528073;1057850022;30000
3200000000;35;3;5;209686701;1057799716;30000
2800000000;35;4;3;209540586;1057409852;30000
3900000000;35;3;5;209528073;1057850022;30000
3900000000;35;2;5;209686922;1057611004;30000
3100000000;35;3;5;209624436;1057684146;30000
3650000000;35;4;3;209528073;1057850022;30000
3200000000;35;2;5;209790672;1057455337;30000
4800000000;35;3;5;209801945;1057746786;30000
4900000000;35;6;3;209624436;1057684146;30000
4700000000;35;4;5;209567104;1057936155;30000
3000000000;35;3;3;209446776;1057591229;30000
3100000000;35;2;5;209796446;1057923394;30000
4150000000;35;3;3;209643349;1057888364;30000
3750000000;35;4;5;209528073;1057850022;30000
4850000000;35;4;4;209671081;1057624023;30000
4500000000;35;3;4;209528073;1057850022;30000
5000000000;35;5;4;20965193;1057842685;30000
3100000000;35;5;4;20965193;1057842685;30000
3000000000;35;4;4;209567104;1057936155;30000
4850000000;35;3;4;209790672;1057455337;30000
3600000000;35;2;3;209790672;1057455337;30000
6000000000;35;3;4;209790672;1057455337;30000
5458000000;35;1;4;209537667;1057325338;30000
4900000000;35;4;4;209752639;1057797077;30000
4550000000;35;4;4;209790672;1057455337;30000
3250000000;35;4;4;2093708;1057673942;30000
3500000000;35;4;4;209537667;1057325338;30000
3100000000;35;3;4;209537667;1057325338;30000
3200000000;35;3;3;209703553;1057879244;30000
4100000000;35;3;4;209641152;1057619568;30000
3100000000;35;3;4;209704818;1057624811;30000
4300000000;35;4;5;209652675;1057681278;30000
5500000000;35;4;4;20979868;1057439194;30000
3100000000;35;3;3;209752639;1057797077;30000
5108000000;35;3;3;209824402;1057879358;30000
3500000000;35;4;5;209528073;1057850022;30000
3300000000;35;3;3;209528073;1057850022;30000
5290000000;35;4;3;209652675;1057681278;30000
3100000000;35;1;5;209528073;1057850022;30000
4000000000;35;3;3;209528073;1057850022;30000
5000000000;35;5;5;20965193;1057842685;30000
4600000000;35;3;3;209686922;1057611004;30000
4600000000;35;3;5;209528073;1057850022;30000
4000000000;35;3;3;209537667;1057325338;30000
